NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
RP23-427B4.2	1	ENSMUSG00000104918	
RP24-340B11.1	1	ENSMUSG00000105376	
Baiap3	1	ENSMUSG00000047507	
Cks1b	1	ENSMUSG00000028044	
Baiap2	1	ENSMUSG00000025372	
Creb1	1	ENSMUSG00000025958	
Creb3	1	ENSMUSG00000028466	
Igkv8-28	1	ENSMUSG00000094356	
Vps33a	1	ENSMUSG00000029434	
Vps33b	1	ENSMUSG00000030534	
RP24-189M4.2	1	ENSMUSG00000104924	
Omt2b	1	ENSMUSG00000038750	
Creb5	1	ENSMUSG00000053007	
A930016O22Rik	1	ENSMUSG00000040705	
2410131K14Rik	1	ENSMUSG00000032840	
Vprbp	1	ENSMUSG00000040325	
Kcnab1	1	ENSMUSG00000027827	
Kcnab2	1	ENSMUSG00000028931	
Pot1b	1	ENSMUSG00000024174	
Pot1a	1	ENSMUSG00000029676	
Kcnab3	1	ENSMUSG00000018470	
Timm10b	1	ENSMUSG00000089847	
BC004004	1	ENSMUSG00000052712	
A730071L15Rik	1	ENSMUSG00000096923	
Gm17212	1	ENSMUSG00000090941	
A930041C12Rik	1	ENSMUSG00000085900	
Mdc1	1	ENSMUSG00000061607	
Gm17210	1	ENSMUSG00000090459	
Gm5555	1	ENSMUSG00000083477	
Gm5558	1	ENSMUSG00000096726	
Gm5559	1	ENSMUSG00000096617	
Gm17218	1	ENSMUSG00000091078	
Gm17213	1	ENSMUSG00000090743	
Gm17214	1	ENSMUSG00000091315	
Gm19863	1	ENSMUSG00000102650	
Gm5560	1	ENSMUSG00000067161	
Gm17200	1	ENSMUSG00000090608	
Gm5561	1	ENSMUSG00000096474	
Gm17201	1	ENSMUSG00000090761	
Gm5564	1	ENSMUSG00000046440	
Supt3	1	ENSMUSG00000038954	
Gm5566	1	ENSMUSG00000080002	
Supt5	1	ENSMUSG00000003435	
Gm17206	1	ENSMUSG00000090964	
Gm17207	1	ENSMUSG00000090561	
Hmgn2l6	1	ENSMUSG00000085466	
Gm17203	1	ENSMUSG00000090965	
AF529169	1	ENSMUSG00000039313	
Snap47	1	ENSMUSG00000009894	
Supt6	1	ENSMUSG00000002052	
Gm17233	1	ENSMUSG00000090706	
Gm17234	1	ENSMUSG00000091283	
Gm17231	1	ENSMUSG00000091908	
Gm5530	1	ENSMUSG00000087008	
Gm5532	1	ENSMUSG00000073535	
Gm17230	1	ENSMUSG00000091730	
Gm5535	1	ENSMUSG00000074758	
Fpr1	1	ENSMUSG00000045551	
Gm5537	1	ENSMUSG00000069008	
Fpr2	1	ENSMUSG00000052270	
Gm5539	1	ENSMUSG00000103986	
Gm17235	1	ENSMUSG00000080180	
Gm19898	1	ENSMUSG00000093419	
2310040G24Rik	1	ENSMUSG00000101655	
1810049J17Rik	1	ENSMUSG00000097221	
Gm29214	1	ENSMUSG00000101301	
Gm29216	1	ENSMUSG00000101249	
Igsf23	1	ENSMUSG00000040498	
Gm5540	1	ENSMUSG00000048916	
Gm5541	1	ENSMUSG00000103406	
Gm5542	1	ENSMUSG00000102462	
Gm5543	1	ENSMUSG00000102311	
Gm5544	1	ENSMUSG00000074388	
RP23-308F24.1	1	ENSMUSG00000106742	
Gm5546	1	ENSMUSG00000022187	
Gm5548	1	ENSMUSG00000045952	
Gm17228	1	ENSMUSG00000091426	
Gm5549	1	ENSMUSG00000091721	
Gm17229	1	ENSMUSG00000092051	
Gm17226	1	ENSMUSG00000090270	
Gm17227	1	ENSMUSG00000091558	
Gm17224	1	ENSMUSG00000092085	
Ifi202b	1	ENSMUSG00000026535	
Gm17225	1	ENSMUSG00000090427	
Snap29	1	ENSMUSG00000022765	
Gm29202	1	ENSMUSG00000099928	
Snap25	1	ENSMUSG00000027273	
Gm29201	1	ENSMUSG00000099663	
Snap23	1	ENSMUSG00000027287	
Gm29205	1	ENSMUSG00000099735	
Gm5593	1	ENSMUSG00000048574	
RP24-80F7.5	1	ENSMUSG00000107355	
RP24-80F7.6	1	ENSMUSG00000107015	
Gm5595	1	ENSMUSG00000069727	
Gm5597	1	ENSMUSG00000098009	
RP24-80F7.3	1	ENSMUSG00000107352	
Kdm4dl	1	ENSMUSG00000098832	
RP23-135F23.2	1	ENSMUSG00000106658	
1700025F24Rik	1	ENSMUSG00000100558	
Mdfi	1	ENSMUSG00000032717	
1810043G02Rik	1	ENSMUSG00000020284	
RP24-218M19.4	1	ENSMUSG00000106286	
Rspo3	1	ENSMUSG00000019880	
Rspo4	1	ENSMUSG00000032852	
Tlr13	1	ENSMUSG00000033777	
Bdh2	1	ENSMUSG00000028167	
Bdh1	1	ENSMUSG00000046598	
Aldh1l1	1	ENSMUSG00000030088	
Aldh1l2	1	ENSMUSG00000020256	
RP24-80F7.8	1	ENSMUSG00000107151	
AC117623.1	1	ENSMUSG00000104900	
2010001A14Rik	1	ENSMUSG00000087165	
Gm5575	1	ENSMUSG00000099891	
Gm5577	1	ENSMUSG00000084950	
Gm5578	1	ENSMUSG00000029633	
Champ1	1	ENSMUSG00000047710	
Mef2d	1	ENSMUSG00000001419	
Anapc15-ps	1	ENSMUSG00000074780	
B230206L02Rik	1	ENSMUSG00000086003	
Gm5581	1	ENSMUSG00000061969	
Gm5582	1	ENSMUSG00000058873	
Veph1	1	ENSMUSG00000027831	
Gm19840	1	ENSMUSG00000091194	
Mdh1	1	ENSMUSG00000020321	
Mdh2	1	ENSMUSG00000019179	
1700016G14Rik	1	ENSMUSG00000085861	
Mef2a	1	ENSMUSG00000030557	
Mef2b	1	ENSMUSG00000079033	
Mef2c	1	ENSMUSG00000005583	
Asrgl1	1	ENSMUSG00000024654	
2610306M01Rik	1	ENSMUSG00000100164	
RP23-123N21.6	1	ENSMUSG00000104780	
Gm5590	1	ENSMUSG00000046372	
Als2cr11	1	ENSMUSG00000072295	
Als2cr12	1	ENSMUSG00000047528	
n-R5s204	1	ENSMUSG00000064906	
Gm17296	1	ENSMUSG00000090290	
n-R5s200	1	ENSMUSG00000077382	
Gm29282	1	ENSMUSG00000101880	
n-R5s207	1	ENSMUSG00000084446	
Mir378b	1	ENSMUSG00000092985	
Gm29273	1	ENSMUSG00000099845	
Snord58b	1	ENSMUSG00000064871	
Cdkal1	1	ENSMUSG00000006191	
H2-Ab1	1	ENSMUSG00000073421	
4930558J22Rik	1	ENSMUSG00000075029	
Snrnp70	1	ENSMUSG00000063511	
Mtmr10	1	ENSMUSG00000030522	
Gm29266	1	ENSMUSG00000101797	
Mtmr14	1	ENSMUSG00000030269	
Gm29264	1	ENSMUSG00000100465	
Mtmr12	1	ENSMUSG00000039458	
Mtmr11	1	ENSMUSG00000045934	
Snord59a	1	ENSMUSG00000064778	
Snrnp40	1	ENSMUSG00000074088	
RP23-97M20.1	1	ENSMUSG00000105728	
Snrnp48	1	ENSMUSG00000021431	
Rnu2-10	1	ENSMUSG00000065944	
Psapl1	1	ENSMUSG00000043430	
Tfcp2l1	1	ENSMUSG00000026380	
Gm30280	1	ENSMUSG00000102248	
Rps18-ps1	1	ENSMUSG00000083914	
Rps18-ps2	1	ENSMUSG00000083786	
Rps18-ps3	1	ENSMUSG00000057657	
Mdn1	1	ENSMUSG00000058006	
Apmap	1	ENSMUSG00000033096	
Gm29290	1	ENSMUSG00000100014	
Igsf9b	1	ENSMUSG00000034275	
Gm29292	1	ENSMUSG00000100779	
Mpdu1	1	ENSMUSG00000018761	
BE692007	1	ENSMUSG00000099757	
Mdm2	1	ENSMUSG00000020184	
Mdm4	1	ENSMUSG00000054387	
Mdm1	1	ENSMUSG00000020212	
Mir374b	1	ENSMUSG00000076269	
Gm17251	1	ENSMUSG00000090952	
Bdnf	1	ENSMUSG00000048482	
Gm17252	1	ENSMUSG00000091215	
Gm5510	1	ENSMUSG00000083458	
Gm5511	1	ENSMUSG00000100615	
Snrnp25	1	ENSMUSG00000040767	
Gm5513	1	ENSMUSG00000063586	
Gm5514	1	ENSMUSG00000045104	
Snrnp27	1	ENSMUSG00000001158	
Gm17259	1	ENSMUSG00000097793	
Gm5518	1	ENSMUSG00000068466	
Gm17257	1	ENSMUSG00000091989	
Gm29233	1	ENSMUSG00000101859	
Gm29230	1	ENSMUSG00000102067	
Hus1b	1	ENSMUSG00000076430	
Mdp1	1	ENSMUSG00000002329	
Gm29237	1	ENSMUSG00000101872	
Gm20899	1	ENSMUSG00000096438	
Gm5523	1	ENSMUSG00000097711	
Npc1l1	1	ENSMUSG00000020447	
Gm5524	1	ENSMUSG00000101514	
Gm5525	1	ENSMUSG00000099492	
Gm5526	1	ENSMUSG00000084817	
Gm5527	1	ENSMUSG00000100007	
Gm5528	1	ENSMUSG00000059483	
Gm5529	1	ENSMUSG00000067106	
AC127252.1	1	ENSMUSG00000105522	
Gm17249	1	ENSMUSG00000097309	
Snrnp35	1	ENSMUSG00000029402	
Bdp1	1	ENSMUSG00000049658	
Gm29228	1	ENSMUSG00000101682	
Gm17275	1	ENSMUSG00000097347	
Gm17271	1	ENSMUSG00000090429	
Tapt1	1	ENSMUSG00000046985	
Gm29254	1	ENSMUSG00000073174	
Gm29257	1	ENSMUSG00000100228	
Gm29253	1	ENSMUSG00000099519	
Gm17281	1	ENSMUSG00000097317	
Rps6-ps3	1	ENSMUSG00000082465	
Rps6-ps4	1	ENSMUSG00000081406	
Rps6-ps1	1	ENSMUSG00000063875	
Rps6-ps2	1	ENSMUSG00000056772	
Emilin1	1	ENSMUSG00000029163	
1700061G19Rik	1	ENSMUSG00000024209	
Emilin2	1	ENSMUSG00000024053	
Emilin3	1	ENSMUSG00000050700	
Gm30238	1	ENSMUSG00000103898	
Gm5507	1	ENSMUSG00000069376	
Gm29243	1	ENSMUSG00000100605	
Gm29245	1	ENSMUSG00000099893	
Gm29240	1	ENSMUSG00000099444	
Gm29241	1	ENSMUSG00000101953	
n-R5s169	1	ENSMUSG00000065044	
n-R5s171	1	ENSMUSG00000077316	
Fermt1	1	ENSMUSG00000027356	
Tspan32os	1	ENSMUSG00000052281	
n-R5s179	1	ENSMUSG00000084513	
Prl2a1	1	ENSMUSG00000022886	
RP24-443E20.4	1	ENSMUSG00000106040	
n-R5s178	1	ENSMUSG00000077437	
1700047M11Rik	1	ENSMUSG00000100147	
Phlpp1	1	ENSMUSG00000044340	
Phlpp2	1	ENSMUSG00000031732	
Fermt3	1	ENSMUSG00000024965	
Fermt2	1	ENSMUSG00000037712	
Coq10a	1	ENSMUSG00000039914	
Coq10b	1	ENSMUSG00000025981	
n-R5s183	1	ENSMUSG00000065873	
Tbxa2r	1	ENSMUSG00000034881	
Mir106b	1	ENSMUSG00000065514	
AU022252	1	ENSMUSG00000078584	
Swi5	1	ENSMUSG00000044627	
C030014I23Rik	1	ENSMUSG00000060380	
4932702P03Rik	1	ENSMUSG00000086796	
RP24-571N6.2	1	ENSMUSG00000106217	
n-R5s158	1	ENSMUSG00000077283	
1700030A11Rik	1	ENSMUSG00000085333	
Akt2-ps	1	ENSMUSG00000084347	
9030616G12Rik	1	ENSMUSG00000097691	
A230083G16Rik	1	ENSMUSG00000055818	
n-R5s161	1	ENSMUSG00000065662	
Cmya5	1	ENSMUSG00000047419	
Krtap5-5	1	ENSMUSG00000073785	
Krtap5-4	1	ENSMUSG00000045236	
Nploc4	1	ENSMUSG00000039703	
Spty2d1	1	ENSMUSG00000049516	
Tcp11x2	1	ENSMUSG00000058252	
1700029I15Rik	1	ENSMUSG00000044916	
1700026D08Rik	1	ENSMUSG00000011154	
Vldlr	1	ENSMUSG00000024924	
n-R5s189	1	ENSMUSG00000084624	
n-R5s197	1	ENSMUSG00000065236	
n-R5s196	1	ENSMUSG00000065070	
n-R5s192	1	ENSMUSG00000084526	
Camk2n1	1	ENSMUSG00000046447	
Camk2n2	1	ENSMUSG00000051146	
Mis12	1	ENSMUSG00000040599	
Gm20900	1	ENSMUSG00000078180	
Mageb7-ps	1	ENSMUSG00000082450	
Cilp2	1	ENSMUSG00000044006	
Dmrt2	1	ENSMUSG00000048138	
Dmrt1	1	ENSMUSG00000024837	
Rplp0-ps1	1	ENSMUSG00000081640	
2610027F03Rik	1	ENSMUSG00000099957	
1110059E24Rik	1	ENSMUSG00000035171	
Lekr1	1	ENSMUSG00000074579	
Dkc1	1	ENSMUSG00000031403	
Dnm3os	1	ENSMUSG00000078190	
Gm5499	1	ENSMUSG00000071035	
Aplnr	1	ENSMUSG00000044338	
RP23-234A12.5	1	ENSMUSG00000105005	
RP23-257E17.2	1	ENSMUSG00000106940	
Mpeg1	1	ENSMUSG00000046805	
C78197	1	ENSMUSG00000087242	
Isg20	1	ENSMUSG00000039236	
Krtap17-1	1	ENSMUSG00000078252	
Pds5b	1	ENSMUSG00000034021	
Isg15	1	ENSMUSG00000035692	
RP23-169L4.6	1	ENSMUSG00000107351	
Pds5a	1	ENSMUSG00000029202	
Igsf11	1	ENSMUSG00000022790	
Igsf10	1	ENSMUSG00000036334	
1700052K11Rik	1	ENSMUSG00000099681	
Clec5a	1	ENSMUSG00000029915	
C330022C24Rik	1	ENSMUSG00000099590	
Mea1	1	ENSMUSG00000002768	
RP23-173L24.3	1	ENSMUSG00000105914	
Clec4d	1	ENSMUSG00000030144	
Clec4f	1	ENSMUSG00000014542	
Clec4e	1	ENSMUSG00000030142	
Nim1k	1	ENSMUSG00000095930	
Mirlet7a-1	1	ENSMUSG00000065421	
Aplp1	1	ENSMUSG00000006651	
Aplp2	1	ENSMUSG00000031996	
RP23-298M23.11	1	ENSMUSG00000106061	
Clec3b	1	ENSMUSG00000025784	
Ctage5	1	ENSMUSG00000021000	
Clec2l	1	ENSMUSG00000079598	
Atraid	1	ENSMUSG00000013622	
RP23-114P22.5	1	ENSMUSG00000105552	
Prl2c3	1	ENSMUSG00000056457	
Swt1	1	ENSMUSG00000052748	
Prl2c5	1	ENSMUSG00000055360	
Clec2h	1	ENSMUSG00000030364	
Clec2g	1	ENSMUSG00000000248	
Prl2c1	1	ENSMUSG00000062551	
Clec2i	1	ENSMUSG00000030365	
Prl2c2	1	ENSMUSG00000079092	
Clec2d	1	ENSMUSG00000030157	
Clec2e	1	ENSMUSG00000030155	
Ebna1bp2	1	ENSMUSG00000028729	
Afg3l2	1	ENSMUSG00000024527	
Afg3l1	1	ENSMUSG00000031967	
Gm5430	1	ENSMUSG00000098180	
Mecr	1	ENSMUSG00000028910	
Gm20501	1	ENSMUSG00000092536	
Gm5431	1	ENSMUSG00000058163	
Gm5434	1	ENSMUSG00000059301	
Gm5435	1	ENSMUSG00000094374	
Gm5436	1	ENSMUSG00000042962	
Gm20508	1	ENSMUSG00000092604	
Gm20507	1	ENSMUSG00000092412	
Gm19518	1	ENSMUSG00000062036	
Gstk1	1	ENSMUSG00000029864	
Shmt2	1	ENSMUSG00000025403	
Shmt1	1	ENSMUSG00000020534	
9330159M07Rik	1	ENSMUSG00000097177	
Med1	1	ENSMUSG00000018160	
Crhbp	1	ENSMUSG00000021680	
Kcna7	1	ENSMUSG00000038201	
Kcna6	1	ENSMUSG00000038077	
Kcna4	1	ENSMUSG00000042604	
Gm5445	1	ENSMUSG00000094185	
Gm5446	1	ENSMUSG00000050243	
Med8	1	ENSMUSG00000006392	
Gm5447	1	ENSMUSG00000056257	
Med9	1	ENSMUSG00000061650	
Gm5449	1	ENSMUSG00000063166	
Med4	1	ENSMUSG00000022109	
Gm19503	1	ENSMUSG00000100551	
Dkk2	1	ENSMUSG00000028031	
Med6	1	ENSMUSG00000002679	
Dkk3	1	ENSMUSG00000030772	
Med7	1	ENSMUSG00000020397	
Gm20522	1	ENSMUSG00000092241	
B130034C11Rik	1	ENSMUSG00000093606	
Gm5415	1	ENSMUSG00000091318	
Gm5417	1	ENSMUSG00000049414	
Gstm7	1	ENSMUSG00000004035	
Gstm5	1	ENSMUSG00000004032	
Gstm6	1	ENSMUSG00000068762	
Gstm3	1	ENSMUSG00000004038	
Gstm4	1	ENSMUSG00000027890	
Gstm1	1	ENSMUSG00000058135	
Gstm2	1	ENSMUSG00000040562	
B3glct	1	ENSMUSG00000051950	
Olfr754-ps1	1	ENSMUSG00000092340	
Gm20511	1	ENSMUSG00000092371	
Cdkn2aipnl	1	ENSMUSG00000020392	
Gm20512	1	ENSMUSG00000092381	
Gm5420	1	ENSMUSG00000056716	
Gm20515	1	ENSMUSG00000092242	
Gm5421	1	ENSMUSG00000097245	
Gm5422	1	ENSMUSG00000039684	
Gm20517	1	ENSMUSG00000023984	
Gm5424	1	ENSMUSG00000046687	
Spaca4	1	ENSMUSG00000070563	
Gm20519	1	ENSMUSG00000092261	
Spaca5	1	ENSMUSG00000037167	
Gm5426	1	ENSMUSG00000096486	
Gm20518	1	ENSMUSG00000092470	
Gm5428	1	ENSMUSG00000091086	
Terf2ip	1	ENSMUSG00000033430	
Spaca6	1	ENSMUSG00000080316	
Spaca7	1	ENSMUSG00000010435	
Gm5472	1	ENSMUSG00000096157	
Gm5473	1	ENSMUSG00000095812	
Gm5475	1	ENSMUSG00000087444	
Mei1	1	ENSMUSG00000068117	
Mei4	1	ENSMUSG00000043289	
Gm5479	1	ENSMUSG00000044697	
Sft2d2	1	ENSMUSG00000040848	
Kcnd3	1	ENSMUSG00000040896	
Kcnd2	1	ENSMUSG00000060882	
Sft2d1	1	ENSMUSG00000073468	
Kcnd1	1	ENSMUSG00000009731	
2310039L15Rik	1	ENSMUSG00000100550	
Mnat1	1	ENSMUSG00000021103	
Poglut1	1	ENSMUSG00000034064	
Gsto1	1	ENSMUSG00000025068	
Gsto2	1	ENSMUSG00000025069	
A730046J19Rik	1	ENSMUSG00000085139	
Sdad1	1	ENSMUSG00000029415	
RP24-409P22.2	1	ENSMUSG00000106459	
RP24-273G7.1	1	ENSMUSG00000106389	
Orai3	1	ENSMUSG00000043964	
RP24-409P22.1	1	ENSMUSG00000105966	
Orai1	1	ENSMUSG00000049686	
Orai2	1	ENSMUSG00000039747	
Kcne4	1	ENSMUSG00000047330	
Kcne3	1	ENSMUSG00000035165	
Mefv	1	ENSMUSG00000022534	
Kcne2	1	ENSMUSG00000039672	
Gstp2	1	ENSMUSG00000038155	
Gstp1	1	ENSMUSG00000060803	
Gm5493	1	ENSMUSG00000098164	
Gm5451	1	ENSMUSG00000095847	
Gm5453	1	ENSMUSG00000062461	
Olfr113	1	ENSMUSG00000092292	
Gm5455	1	ENSMUSG00000045609	
Gm5456	1	ENSMUSG00000094242	
Gm5457	1	ENSMUSG00000021741	
Kcnb2	1	ENSMUSG00000092083	
Gm5459	1	ENSMUSG00000090305	
Kcnb1	1	ENSMUSG00000050556	
Olfr110	1	ENSMUSG00000090894	
Scaper	1	ENSMUSG00000034007	
9330121J05Rik	1	ENSMUSG00000103502	
Akirin1	1	ENSMUSG00000023075	
Akirin2	1	ENSMUSG00000028291	
Ptafr	1	ENSMUSG00000056529	
Gm5460	1	ENSMUSG00000072624	
Olfr101	1	ENSMUSG00000092077	
Gm5464	1	ENSMUSG00000075553	
Gm5466	1	ENSMUSG00000083397	
Gm5468	1	ENSMUSG00000056089	
Kcnc3	1	ENSMUSG00000062785	
RP24-230J14.1	1	ENSMUSG00000105048	
Kcnc2	1	ENSMUSG00000035681	
Mitd1	1	ENSMUSG00000026088	
RP24-230J14.2	1	ENSMUSG00000105264	
Kcnc1	1	ENSMUSG00000058975	
3930402G23Rik	1	ENSMUSG00000038917	
RP23-409D19.2	1	ENSMUSG00000104893	
RP24-230J14.8	1	ENSMUSG00000105519	
RP23-409D19.1	1	ENSMUSG00000106067	
RP24-230J14.4	1	ENSMUSG00000105353	
RP24-230J14.5	1	ENSMUSG00000105263	
Olfr109	1	ENSMUSG00000029184	
Gm5471	1	ENSMUSG00000058463	
Leng1	1	ENSMUSG00000078813	
Hoxaas3	1	ENSMUSG00000085696	
Hoxaas2	1	ENSMUSG00000056445	
1700007J10Rik	1	ENSMUSG00000086330	
RP24-111L5.2	1	ENSMUSG00000105113	
Kcnh8	1	ENSMUSG00000035580	
Kcnh7	1	ENSMUSG00000059742	
Kcnh6	1	ENSMUSG00000001901	
Kcnh5	1	ENSMUSG00000034402	
Kcnh3	1	ENSMUSG00000037579	
Kcnh2	1	ENSMUSG00000038319	
Pias3	1	ENSMUSG00000028101	
Pias4	1	ENSMUSG00000004934	
Melk	1	ENSMUSG00000035683	
Lrtm2	1	ENSMUSG00000055003	
Pias1	1	ENSMUSG00000032405	
Pias2	1	ENSMUSG00000025423	
Men1	1	ENSMUSG00000024947	
Gm19587	1	ENSMUSG00000100701	
Gm19582	1	ENSMUSG00000101942	
Gm19589	1	ENSMUSG00000100798	
Ubiad1	1	ENSMUSG00000047719	
Kcnj2	1	ENSMUSG00000041695	
Dgat2	1	ENSMUSG00000030747	
2310033P09Rik	1	ENSMUSG00000020441	
Dgat1	1	ENSMUSG00000022555	
Gstt4	1	ENSMUSG00000009093	
Leng8	1	ENSMUSG00000035545	
Gstt2	1	ENSMUSG00000033318	
Leng9	1	ENSMUSG00000043432	
Gstt3	1	ENSMUSG00000001665	
Gstt1	1	ENSMUSG00000001663	
Lenep	1	ENSMUSG00000078173	
Gm20574	1	ENSMUSG00000098082	
Dmtf1	1	ENSMUSG00000042508	
Sdr39u1	1	ENSMUSG00000022223	
Kcnf1	1	ENSMUSG00000051726	
Crry-ps	1	ENSMUSG00000047657	
Tiparp	1	ENSMUSG00000034640	
RP23-92D22.3	1	ENSMUSG00000105705	
Neat1	1	ENSMUSG00000092274	
Npas4	1	ENSMUSG00000045903	
Npas3	1	ENSMUSG00000021010	
Npas2	1	ENSMUSG00000026077	
1700019D03Rik	1	ENSMUSG00000043629	
Npas1	1	ENSMUSG00000001988	
Kcng4	1	ENSMUSG00000045246	
Kcnh1	1	ENSMUSG00000058248	
Mir1258	1	ENSMUSG00000099196	
Ntng2	1	ENSMUSG00000035513	
Gm32569	1	ENSMUSG00000103659	
Ntng1	1	ENSMUSG00000059857	
P4ha1	1	ENSMUSG00000019916	
P4ha2	1	ENSMUSG00000018906	
P4ha3	1	ENSMUSG00000051048	
Gm20544	1	ENSMUSG00000092569	
Gm20543	1	ENSMUSG00000092295	
Awat2	1	ENSMUSG00000031220	
Gm20546	1	ENSMUSG00000092392	
Gm19552	1	ENSMUSG00000104493	
Gm20545	1	ENSMUSG00000092428	
Gm20548	1	ENSMUSG00000092354	
Drap1	1	ENSMUSG00000024914	
RP24-86E4.1	1	ENSMUSG00000105081	
Bcat1	1	ENSMUSG00000030268	
Bcat2	1	ENSMUSG00000030826	
Gm19557	1	ENSMUSG00000097990	
Bcas3	1	ENSMUSG00000059439	
Snord42b	1	ENSMUSG00000065676	
Gm20540	1	ENSMUSG00000092268	
Gm20541	1	ENSMUSG00000092390	
Gm20535	1	ENSMUSG00000092373	
Gm19541	1	ENSMUSG00000098370	
Gm20537	1	ENSMUSG00000092541	
Gm5400	1	ENSMUSG00000080923	
Gm20539	1	ENSMUSG00000092353	
Gm5401	1	ENSMUSG00000082406	
Gm5402	1	ENSMUSG00000083438	
Gm5403	1	ENSMUSG00000083250	
Gm5405	1	ENSMUSG00000083903	
Gm5406	1	ENSMUSG00000080715	
Scn2a1	1	ENSMUSG00000075318	
1810019D21Rik	1	ENSMUSG00000086390	
Pianp	1	ENSMUSG00000030329	
Kcnn4	1	ENSMUSG00000054342	
Kcnn3	1	ENSMUSG00000000794	
RP24-162F23.9	1	ENSMUSG00000105422	
Kcnn2	1	ENSMUSG00000054477	
Kcnn1	1	ENSMUSG00000002908	
Gm20531	1	ENSMUSG00000092482	
Gstz1	1	ENSMUSG00000021033	
Il21r	1	ENSMUSG00000030745	
Kcnj9	1	ENSMUSG00000038026	
Kcnj8	1	ENSMUSG00000030247	
Kcnj6	1	ENSMUSG00000043301	
Bcar1	1	ENSMUSG00000031955	
Kcnj4	1	ENSMUSG00000044216	
Kcnk4	1	ENSMUSG00000024957	
Kcnk3	1	ENSMUSG00000049265	
Kcnk2	1	ENSMUSG00000037624	
Alas1	1	ENSMUSG00000032786	
Alas2	1	ENSMUSG00000025270	
Kcnk1	1	ENSMUSG00000033998	
Gm20554	1	ENSMUSG00000093587	
Ptar1	1	ENSMUSG00000074925	
A430105I19Rik	1	ENSMUSG00000045838	
Dram1	1	ENSMUSG00000020057	
Dram2	1	ENSMUSG00000027900	
Gm19569	1	ENSMUSG00000099094	
Kcnk7	1	ENSMUSG00000024936	
Bcas1	1	ENSMUSG00000013523	
Kcnk6	1	ENSMUSG00000046410	
Bcas2	1	ENSMUSG00000005687	
Kcnk5	1	ENSMUSG00000023243	
Bcar3	1	ENSMUSG00000028121	
RP24-405C17.4	1	ENSMUSG00000105833	
RP24-405C17.3	1	ENSMUSG00000104638	
Bet1	1	ENSMUSG00000032757	
Calr-ps	1	ENSMUSG00000081731	
4632415L05Rik	1	ENSMUSG00000048106	
Kcnq5	1	ENSMUSG00000028033	
Kcnq4	1	ENSMUSG00000028631	
Kcnq3	1	ENSMUSG00000056258	
Kcnq2	1	ENSMUSG00000016346	
Il23r	1	ENSMUSG00000049093	
Kcnq1	1	ENSMUSG00000009545	
Zbtb1	1	ENSMUSG00000033454	
Zbtb4	1	ENSMUSG00000018750	
Zbtb5	1	ENSMUSG00000049657	
Zbtb2	1	ENSMUSG00000075327	
Zbtb3	1	ENSMUSG00000071661	
4930597A21Rik	1	ENSMUSG00000086501	
Pkhd1	1	ENSMUSG00000043760	
Vps13a	1	ENSMUSG00000046230	
Vps13b	1	ENSMUSG00000037646	
H2-M10.2	1	ENSMUSG00000023083	
Vps13c	1	ENSMUSG00000035284	
Vps13d	1	ENSMUSG00000020220	
Il23a	1	ENSMUSG00000025383	
H2-M10.6	1	ENSMUSG00000037130	
Mest	1	ENSMUSG00000051855	
Bex4	1	ENSMUSG00000047844	
Bex2	1	ENSMUSG00000042750	
Bex1	1	ENSMUSG00000050071	
Ninj1	1	ENSMUSG00000037966	
Ninj2	1	ENSMUSG00000041377	
Adarb1	1	ENSMUSG00000020262	
Zbtb6	1	ENSMUSG00000066798	
Kcne1l	1	ENSMUSG00000090122	
Rab10os	1	ENSMUSG00000079179	
Bex6	1	ENSMUSG00000075269	
RP23-345O17.4	1	ENSMUSG00000106965	
RP23-345O17.5	1	ENSMUSG00000107230	
RP23-345O17.6	1	ENSMUSG00000107203	
Ola1	1	ENSMUSG00000027108	
RP23-345O17.7	1	ENSMUSG00000106791	
A330094K24Rik	1	ENSMUSG00000097666	
Fkbp2	1	ENSMUSG00000056629	
Ssna1	1	ENSMUSG00000026966	
Kcnu1	1	ENSMUSG00000031576	
Mir1192	1	ENSMUSG00000080626	
Soat2	1	ENSMUSG00000023045	
Soat1	1	ENSMUSG00000026600	
Fkbp7	1	ENSMUSG00000002732	
Fkbp8	1	ENSMUSG00000019428	
Fkbp9	1	ENSMUSG00000029781	
Fkbp3	1	ENSMUSG00000020949	
Fkbp4	1	ENSMUSG00000030357	
Fkbp5	1	ENSMUSG00000024222	
Frg1	1	ENSMUSG00000031590	
Ubxn2b	1	ENSMUSG00000028243	
Ubxn2a	1	ENSMUSG00000020634	
4930461G14Rik	1	ENSMUSG00000097651	
Kcnv2	1	ENSMUSG00000047298	
Mir1198	1	ENSMUSG00000080645	
Klhl8	1	ENSMUSG00000029312	
Olah	1	ENSMUSG00000026645	
Klhl7	1	ENSMUSG00000028986	
Klhl6	1	ENSMUSG00000043008	
Klhl5	1	ENSMUSG00000054920	
Klhl9	1	ENSMUSG00000070923	
4930481A15Rik	1	ENSMUSG00000086938	
4933440N22Rik	1	ENSMUSG00000042087	
Tmcc3os	1	ENSMUSG00000086269	
Fkbpl	1	ENSMUSG00000033739	
Kcns3	1	ENSMUSG00000043673	
Kcns1	1	ENSMUSG00000040164	
Tfap4	1	ENSMUSG00000005718	
Klhl3	1	ENSMUSG00000014164	
Klhl2	1	ENSMUSG00000031605	
