gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000062380	128.5817	-2.206722	0.17411264	1.33231e-37	2.071989e-35
ENSMUSG00000031972	98.22114	-0.4101468	0.36978701	0.003825385	0.0219497
ENSMUSG00000031853	531.3999	-2.285874	0.07533867	7.028642999999999e-203	1.341512e-199
ENSMUSG00000110697	69.51827	0.3869883	0.11803362	8.283485e-06	9.59778e-05
ENSMUSG00000025810	875.733	-0.5445974	0.04626	1.3890850000000002e-33	1.789192e-31
ENSMUSG00000110605	86.78476	-0.3850576	0.08962374	1.063824e-07	1.753138e-06
ENSMUSG00000091754	3.270715	-0.6477053	0.61061013	0.001781784	0.011412
ENSMUSG00000021749	3.32361	-0.487943	0.50520488	0.003420947	0.02000241
ENSMUSG00000021747	94.01232	-0.4841094	0.28788187	0.0008268477	0.00591068
ENSMUSG00000058317	214.9688	-0.4259525	0.09541387	4.217449e-08	7.378778e-07
ENSMUSG00000021816	1901.046	-0.459188	0.04196412	4.7824569999999995e-30	5.369394e-28
ENSMUSG00000084925	4.301609	-0.4644666	0.47939234	0.0037312	0.02149422
ENSMUSG00000021822	536.0251	-0.3955458	0.13137215	2.149353e-05	0.0002289481
ENSMUSG00000114875	1.316306	0.4009059	0.62613299	0.008524303	0.04259109
ENSMUSG00000055538	45.22242	-1.714026	0.20700948	4.409449e-18	2.204199e-16
ENSMUSG00000021877	7583.835	-0.3944448	0.06182221	7.615757e-13	2.506157e-11
ENSMUSG00000040717	117.5837	-0.5572129	0.17270425	8.178038e-06	9.480834e-05
ENSMUSG00000040640	3.331785	-2.729606	0.75379302	5.303712e-06	6.377516e-05
ENSMUSG00000021994	69.09069	-1.104751	0.22803023	1.219771e-08	2.323875e-07
ENSMUSG00000071547	735.3066	-0.8188363	0.19734012	3.573052e-07	5.362132e-06
ENSMUSG00000021903	2.510964	-0.6471033	0.67795083	0.002244236	0.01391957
ENSMUSG00000021796	3214.474	-0.4308135	0.03778658	1.846997e-32	2.308197e-30
ENSMUSG00000021795	1.161888	1.292501	1.14875074	0.0007988405	0.005738338
ENSMUSG00000021835	1541.057	0.5458023	0.04140669	3.115862e-41	5.362091e-39
ENSMUSG00000021838	1437.184	-0.5094331	0.18849573	4.539194e-05	0.0004469999
ENSMUSG00000021876	1424.17	0.8471314	0.11112417	6.057752e-16	2.606199e-14
ENSMUSG00000072115	152.5804	0.6217238	0.16025173	9.151356e-07	1.282595e-05
ENSMUSG00000004558	2589.409	-0.4192033	0.04478021	3.1583440000000004e-23	2.294444e-21
ENSMUSG00000105703	22.81955	-0.6791094	0.23044941	1.885354e-05	0.0002030939
ENSMUSG00000000957	8961.765	-0.3938372	0.06658555	1.504585e-11	4.221433e-10
ENSMUSG00000022176	81.41559	-0.4232866	0.23967765	0.0008896952	0.006302007
ENSMUSG00000040840	90.62993	-0.39687	0.14264249	4.797582e-05	0.0004695815
ENSMUSG00000022180	4.552298	0.5070593	0.46445663	0.002533694	0.01543671
ENSMUSG00000022227	4.754912	-2.422567	0.57128883	8.731719e-07	1.22788e-05
ENSMUSG00000022226	3.995692	-0.8969138	0.72187462	0.0007970713	0.005730998
ENSMUSG00000046352	260.8287	0.8036633	0.23562853	4.354577e-06	5.318461e-05
ENSMUSG00000021973	1391.31	-0.6278343	0.04764564	6.507021e-41	1.1017329999999999e-38
ENSMUSG00000035469	1909.79	-0.436729	0.0661199	1.867955e-13	6.525409e-12
ENSMUSG00000044461	590.8395	-2.704156	0.2077032	2.7247130000000002e-39	4.366821e-37
ENSMUSG00000021983	6.661367	-0.7380481	0.65645124	0.001299279	0.008748675
ENSMUSG00000021986	5.408697	-0.918012	0.4610061	0.0001441945	0.001266149
ENSMUSG00000097589	92.88725	-0.6272451	0.16849725	1.621405e-06	2.162732e-05
ENSMUSG00000035184	1.796275	-0.5201294	0.72362994	0.005026058	0.02744389
ENSMUSG00000054733	234.6615	-0.9145951	0.09450645	6.619067e-24	5.016871000000001e-22
ENSMUSG00000007989	167.8899	-2.602191	0.10098114	5.929932e-147	6.552574e-144
ENSMUSG00000034532	35.97794	-2.974014	0.18060384	1.819929e-61	5.878369e-59
ENSMUSG00000022032	13.71893	0.3863781	0.44771133	0.006346382	0.03336061
ENSMUSG00000022040	1482.741	0.7224126	0.04321791	5.688767e-64	1.957962e-61
ENSMUSG00000022048	1011.741	-0.4276529	0.13632661	1.182959e-05	0.0001332416
ENSMUSG00000046204	25.9204	-1.128128	0.20351844	3.051289e-10	7.193836e-09
ENSMUSG00000022098	4398.392	-0.5509002	0.08900103	8.264135e-12	2.386596e-10
ENSMUSG00000022096	376.9562	-4.407608	0.10003694	0.0	0.0
ENSMUSG00000022099	16.63694	-1.558619	0.32928409	3.06882e-08	5.488065e-07
ENSMUSG00000034731	23.59004	-1.578635	0.19861434	4.5150640000000006e-17	2.11122e-15
ENSMUSG00000022026	1.725855	-1.329153	1.54963488	0.001240948	0.008412559
ENSMUSG00000055421	35.85195	-3.840667	0.28265299	6.0031480000000005e-43	1.13546e-40
ENSMUSG00000022076	23.41894	-4.428766	0.32939778	1.8430769999999998e-42	3.454947e-40
ENSMUSG00000033083	178.3541	-0.4843419	0.07817931	4.071894e-12	1.233613e-10
ENSMUSG00000055717	269.3659	-0.6530028	0.06920079	1.860331e-22	1.2933000000000001e-20
ENSMUSG00000048349	7.64799	-2.473295	0.33980507	6.012798e-14	2.165329e-12
ENSMUSG00000022120	706.5222	-0.509182	0.0784519	8.093296e-13	2.651217e-11
ENSMUSG00000022114	489.1743	-0.5021752	0.38604037	0.001739223	0.01118719
ENSMUSG00000089726	146.8729	-0.7315461	0.11847055	1.936072e-11	5.348399e-10
ENSMUSG00000058571	534.7799	-0.8814838	0.03760956	3.6364099999999996e-123	3.053857e-120
ENSMUSG00000061517	0.8906749	-0.6365821	0.94686533	0.004387469	0.02460334
ENSMUSG00000042156	45.06344	-5.842694	0.39968912	1.360747e-50	3.5711089999999995e-48
ENSMUSG00000066538	5.32899	-0.4917294	0.38155566	0.001860343	0.01185009
ENSMUSG00000041703	32.2702	-0.4455619	0.17417792	8.258511e-05	0.0007692433
ENSMUSG00000085555	4.938635	-1.767451	0.43351811	6.303369e-07	9.108e-06
ENSMUSG00000061524	61.45634	-1.666419	0.10871727	1.887132e-54	5.145498000000001e-52
ENSMUSG00000041624	12.36713	-4.598931	0.49811875	1.097801e-21	7.135706999999999e-20
ENSMUSG00000025887	91.83436	-1.483645	0.52431427	1.706841e-05	0.0001857704
ENSMUSG00000032006	92.13908	-2.769478	0.30451435	2.44187e-20	1.452325e-18
ENSMUSG00000039488	5.4432	1.299287	0.46059433	1.659998e-05	0.0001811416
ENSMUSG00000031925	835.5548	-0.3852587	0.19502087	0.0006336462	0.004676064
ENSMUSG00000031936	3.859552	0.7127176	0.59377882	0.001152378	0.007911767
ENSMUSG00000038884	1.080643	-2.06674	1.11489346	0.0001432753	0.001258604
ENSMUSG00000043895	1079.698	-0.4086721	0.14159433	3.144313e-05	0.0003212401
ENSMUSG00000111172	2.448773	0.4765977	0.6437818	0.005421914	0.02924797
ENSMUSG00000006235	12.32541	-1.589307	0.25811584	1.506003e-11	4.221433e-10
ENSMUSG00000001349	42.41775	-3.337254	0.48658437	1.275394e-12	4.075631e-11
ENSMUSG00000001348	12.44865	1.649339	0.34666723	3.275913e-08	5.848452e-07
ENSMUSG00000031963	57.12195	-0.7986835	0.15760548	7.248986e-09	1.414428e-07
ENSMUSG00000059974	2.134443	-3.034844	1.45771302	6.503832e-05	0.0006189844
ENSMUSG00000033453	162.2099	-0.5527568	0.21608453	6.590026e-05	0.0006264175
ENSMUSG00000031995	793.11	0.8979129	0.03229306	6.948237999999999e-172	9.725218e-169
ENSMUSG00000041444	55.65896	0.3800467	0.11738763	1.016234e-05	0.0001156413
ENSMUSG00000032036	133.2973	-0.6628044	0.2015221	6.913344e-06	8.117766e-05
ENSMUSG00000032128	20.34059	0.624744	0.29634451	0.0001884423	0.001600776
ENSMUSG00000001946	39.88464	-0.4584997	0.13474482	4.130891e-06	5.071816e-05
ENSMUSG00000087047	12.00127	-0.5953997	0.33340425	0.0004391346	0.003375918
ENSMUSG00000111271	4.404929	-0.8129402	0.49761917	0.0003729046	0.002934458
ENSMUSG00000097617	2.501226	-1.521013	0.84229938	0.0001664859	0.001440203
ENSMUSG00000032135	689.2861	-3.292849	0.24788746	6.574482e-41	1.10425e-38
ENSMUSG00000039438	97.6916	1.304317	0.35425822	1.423871e-06	1.920618e-05
ENSMUSG00000032085	10.81481	-0.7270374	0.27933318	4.478513e-05	0.0004414384
ENSMUSG00000032083	50.66645	0.8138072	0.27659025	1.632632e-05	0.0001787128
ENSMUSG00000044229	49.21187	-1.366415	0.12290075	1.608132e-30	1.834931e-28
ENSMUSG00000032068	145.1025	0.8490074	0.21576852	7.515644e-07	1.069044e-05
ENSMUSG00000039217	455.7961	0.4166869	0.12427854	5.391342e-06	6.471768e-05
ENSMUSG00000110266	12.02644	1.011012	0.26084192	7.655066e-07	1.087403e-05
ENSMUSG00000034584	331.4597	0.6658504	0.09261342	2.363054e-14	8.84355e-13
ENSMUSG00000086914	6.611574	-0.791185	0.38999283	0.0001600322	0.001390102
ENSMUSG00000041986	37.5885	-1.78559	0.19825443	9.807251e-21	5.933810999999999e-19
ENSMUSG00000041268	105.2213	-2.03969	0.10037832	1.019128e-92	6.293113e-90
ENSMUSG00000032285	42.79278	-1.314518	0.14084138	1.356706e-22	9.463138999999999e-21
ENSMUSG00000032313	23.00953	0.8818255	0.16243018	9.435395e-10	2.096255e-08
ENSMUSG00000032318	47.57927	-0.6862607	0.17517432	8.665747e-07	1.220237e-05
ENSMUSG00000032322	36.7291	0.9763162	0.16891327	9.956033e-11	2.521434e-09
ENSMUSG00000038264	14.87381	0.7350997	0.27532927	3.7211e-05	0.0003727313
ENSMUSG00000097604	4.332179	1.617867	0.90883235	0.0001745106	0.001500962
ENSMUSG00000032323	7.098813	0.9464803	0.98841971	0.001499011	0.00989055
ENSMUSG00000032334	7.087905	-1.882997	0.34695019	2.07071e-09	4.391369e-08
ENSMUSG00000097651	274.3415	0.6021611	0.08096722	2.940692e-15	1.185025e-13
ENSMUSG00000066607	826.1115	-0.939397	0.06432552	3.9911459999999996e-50	1.034495e-47
ENSMUSG00000032338	14.27644	-2.199157	0.24687919	7.028753e-20	4.020945e-18
ENSMUSG00000025232	48.18491	-1.123432	0.32264323	2.657092e-06	3.380948e-05
ENSMUSG00000041729	20.64707	-1.778567	0.20340032	9.993764999999999e-20	5.686154e-18
ENSMUSG00000022245	0.8965402	-0.774168	1.00005247	0.002807425	0.01688879
ENSMUSG00000032401	10.49377	-0.8111328	0.32898888	5.533123e-05	0.0005335672
ENSMUSG00000032387	17.97982	-0.5002093	0.22874405	0.0002127183	0.001786408
ENSMUSG00000039452	10.034	-0.5483005	0.29450147	0.0004249273	0.003285948
ENSMUSG00000032373	122.3223	1.030693	0.08307457	2.6581589999999998e-37	4.044062e-35
ENSMUSG00000032370	800.5231	0.397057	0.04240625	2.8170400000000003e-23	2.060758e-21
ENSMUSG00000032202	50.92953	-1.207606	0.15756247	1.925579e-16	8.638363e-15
ENSMUSG00000062151	54.11898	-0.8614185	0.18476545	4.182241e-08	7.323282e-07
ENSMUSG00000032186	90.46292	-5.848341	0.29487694	9.705962999999999e-90	5.660464e-87
ENSMUSG00000032184	75.67839	-1.178246	0.1348663	2.541115e-20	1.507082e-18
ENSMUSG00000032350	28380.36	0.4959504	0.11999528	2.2521e-07	3.497251e-06
ENSMUSG00000065037	29.92833	-0.4234052	0.23040905	0.0007404089	0.005362154
ENSMUSG00000032348	7260.903	0.6236112	0.07614652	9.766722e-18	4.824761e-16
ENSMUSG00000032332	1116.084	0.6232201	0.09770304	4.477312e-12	1.348654e-10
ENSMUSG00000043289	3.608628	-0.6666715	0.62910024	0.001714002	0.01104527
ENSMUSG00000066456	144.1526	-0.7358245	0.11950362	2.143959e-11	5.891677e-10
ENSMUSG00000032261	2243.571	-0.4582981	0.10909914	1.495266e-07	2.39642e-06
ENSMUSG00000032262	3.451186	-0.7477069	0.74714752	0.00169358	0.01093716
ENSMUSG00000104263	0.7507182	-0.5560867	0.9701005	0.006339693	0.03333503
ENSMUSG00000045414	3867.12	-0.6262356	0.16377017	1.129489e-06	1.557033e-05
ENSMUSG00000033350	5.020775	-5.496384	0.62851708	2.260036e-20	1.347996e-18
ENSMUSG00000064225	7.647433	-0.9125307	0.38526029	6.076065e-05	0.0005819661
ENSMUSG00000041440	172.43	-0.3840729	0.08849215	8.694183e-08	1.450989e-06
ENSMUSG00000043587	1134.221	0.6236143	0.0746274	2.4701620000000002e-18	1.264235e-16
ENSMUSG00000046997	159.348	-0.5566846	0.12306642	5.426057e-08	9.34537e-07
ENSMUSG00000032452	531.8561	0.752101	0.13099271	2.346292e-10	5.604142e-09
ENSMUSG00000046402	35.7394	-1.681777	0.20225482	2.9973700000000003e-18	1.516381e-16
ENSMUSG00000097072	1.158086	-0.7014896	0.95402911	0.003409485	0.01995577
ENSMUSG00000032548	6491.392	0.9277402	0.16099749	1.271805e-10	3.15621e-09
ENSMUSG00000032549	127.3832	0.7870807	0.24315329	7.409292e-06	8.651728e-05
ENSMUSG00000032554	712.7849	0.6572344	0.15063987	1.541604e-07	2.465039e-06
ENSMUSG00000057969	98.58708	-1.233391	0.2557622	1.334207e-08	2.512258e-07
ENSMUSG00000034684	1039.842	-0.5783293	0.0627774	9.772977e-22	6.372163e-20
ENSMUSG00000032584	39.59574	-0.903836	0.17051682	1.751055e-09	3.743727e-08
ENSMUSG00000032591	148.2444	0.4556734	0.15436738	2.156347e-05	0.0002295766
ENSMUSG00000006675	13.70017	-2.215217	0.2681404	1.9031770000000003e-17	9.20673e-16
ENSMUSG00000049719	2.802225	-3.448276	0.68190185	4.663568e-08	8.098141e-07
ENSMUSG00000049555	60.54328	-0.3820707	0.1791981	0.0004152586	0.003224244
ENSMUSG00000032500	150.8016	0.7082258	0.1119139	7.643924e-12	2.225856e-10
ENSMUSG00000039607	16.70329	-4.065285	0.42198178	5.2734010000000005e-23	3.765818e-21
ENSMUSG00000032446	58.73552	-1.463781	0.15095864	6.0074829999999995e-24	4.569823e-22
ENSMUSG00000010660	82.93332	-0.4926928	0.13065582	1.00449e-06	1.39942e-05
ENSMUSG00000010651	82.59608	1.240828	0.22291868	2.688992e-10	6.364756e-09
ENSMUSG00000070280	60.00433	0.7010166	0.20212857	3.924566e-06	4.84684e-05
ENSMUSG00000041608	4.820176	0.3973257	0.39109755	0.004768535	0.0262839
ENSMUSG00000048521	2.227312	0.4038832	0.59734061	0.007886063	0.03992474
ENSMUSG00000034570	813.9035	0.6401471	0.06046203	1.727563e-27	1.626466e-25
ENSMUSG00000003585	105.8069	-0.758618	0.10247239	4.679601e-15	1.829576e-13
ENSMUSG00000020396	9.258614	-1.983396	0.39395848	1.862095e-08	3.429358e-07
ENSMUSG00000082100	19.31131	0.8172151	0.22692873	2.378045e-06	3.055512e-05
ENSMUSG00000020467	15258.45	0.5984376	0.09460689	5.341064e-12	1.597374e-10
ENSMUSG00000060923	30.6806	-0.8960876	0.14355241	7.777857e-12	2.258591e-10
ENSMUSG00000020303	84.37136	-3.249782	0.18993857	3.031914e-66	1.1787969999999999e-63
ENSMUSG00000020300	1780.031	0.3993402	0.07237566	1.60584e-10	3.929443e-09
ENSMUSG00000044707	121.2606	-0.4967038	0.33041296	0.001172836	0.00803645
ENSMUSG00000045877	11.75173	-0.4256706	0.35238943	0.002962605	0.01766039
ENSMUSG00000020340	2.059891	-3.205267	0.68452068	2.49855e-07	3.843007e-06
ENSMUSG00000044807	74.69411	-1.109032	0.27342837	3.692015e-07	5.521916e-06
ENSMUSG00000108218	127.8312	-0.7351095	0.46192518	0.0004733759	0.003607165
ENSMUSG00000000782	87.85689	-0.6155716	0.08660861	3.435536e-14	1.256604e-12
ENSMUSG00000063652	101.0647	0.4043744	0.13379644	1.969956e-05	0.0002110165
ENSMUSG00000020333	1.222844	-1.105802	1.01203271	0.0009605418	0.006737044
ENSMUSG00000081223	8.041097	0.3992331	0.40197005	0.004886797	0.02683712
ENSMUSG00000042377	4.313417	-3.530065	0.61994416	1.648349e-09	3.542179e-08
ENSMUSG00000005267	46.71442	-1.280739	0.12381198	5.612713e-27	4.993175e-25
ENSMUSG00000047759	2.287495	-4.188999	0.66415768	1.95577e-11	5.395716e-10
ENSMUSG00000085683	9.415625	-0.961339	0.39023042	4.593035e-05	0.0004516664
ENSMUSG00000020902	82.95216	-0.384787	0.37341223	0.005008704	0.02737057
ENSMUSG00000043419	12.64528	-1.245146	0.29159828	1.577487e-07	2.510944e-06
ENSMUSG00000020788	12.86834	-0.5657072	0.43154112	0.001345951	0.009005178
ENSMUSG00000005951	128.0433	0.3809782	0.15664159	0.0001684217	0.001452758
ENSMUSG00000045287	161.3382	-0.7422489	0.09074259	1.145585e-17	5.645907e-16
ENSMUSG00000038224	14.84875	0.4252864	0.24329692	0.000921442	0.006496197
ENSMUSG00000038217	999.9527	0.4218537	0.04795796	5.821028e-21	3.5839439999999997e-19
ENSMUSG00000038195	177.5699	0.4925777	0.07723398	1.396194e-12	4.434659e-11
ENSMUSG00000038188	38.38012	0.5085738	0.15299937	5.619693e-06	6.711346e-05
ENSMUSG00000020846	823.811	-0.4852206	0.21639986	0.0001903593	0.00161283
ENSMUSG00000069808	496.633	-0.3911154	0.09327832	1.666784e-07	2.645058e-06
ENSMUSG00000020839	68.06148	-0.7457186	0.2936976	5.112072e-05	0.0004973907
ENSMUSG00000017639	38.22087	0.6808442	0.50559162	0.0009035873	0.006391784
ENSMUSG00000020709	14.10677	0.4517829	0.24122019	0.0005911922	0.004399887
ENSMUSG00000017692	5.890102	-0.5147488	0.65815621	0.004452858	0.02487038
ENSMUSG00000018844	4.023783	-0.6206256	0.4928269	0.001263624	0.008546966
ENSMUSG00000072621	123.2484	-0.3942366	0.27984992	0.002394848	0.01472323
ENSMUSG00000000093	13.8819	0.6323468	0.25443273	7.086327e-05	0.0006689633
ENSMUSG00000020865	9210.309	0.7421265	0.08759426	9.94278e-19	5.231796e-17
ENSMUSG00000087630	1.216101	0.5201317	0.76520704	0.00548151	0.02952026
ENSMUSG00000020871	324.5549	0.472175	0.07780453	7.96024e-12	2.305176e-10
ENSMUSG00000086552	162.1714	0.7502084	0.07115228	2.433015e-27	2.240401e-25
ENSMUSG00000038893	334.9016	0.3878578	0.10722419	2.124478e-06	2.753297e-05
ENSMUSG00000046719	1.294821	2.384469	1.01464474	5.716591e-05	0.000549793
ENSMUSG00000013418	15.54224	-2.418969	0.40665106	3.401242e-10	7.978668e-09
ENSMUSG00000020875	814.2033	-1.943909	0.07219916	1.062186e-160	1.3118e-157
ENSMUSG00000097289	18.09757	-0.4417259	0.32111018	0.001974331	0.01246274
ENSMUSG00000047040	124.6322	0.5652108	0.08647591	1.079825e-12	3.482478e-11
ENSMUSG00000061718	528.0296	-2.607592	0.38094514	1.454806e-12	4.613844e-11
ENSMUSG00000085944	3.876173	-2.179742	0.52410057	8.722176e-07	1.22736e-05
ENSMUSG00000006777	656.6331	0.5517684	0.13873176	5.238161e-07	7.65311e-06
ENSMUSG00000001555	17.87582	-1.492135	0.2308956	1.723294e-12	5.424371e-11
ENSMUSG00000001240	4.204056	-0.5202646	0.44395099	0.00207561	0.01301207
ENSMUSG00000035112	2910.839	0.4272846	0.10463625	2.473561e-07	3.812953e-06
ENSMUSG00000065767	1.802952	-0.7652749	0.80000525	0.001831776	0.01169296
ENSMUSG00000001493	82.19596	0.7128236	0.09191817	3.611125e-16	1.592764e-14
ENSMUSG00000034768	1.282779	-1.221556	1.13154182	0.0009218431	0.006496843
ENSMUSG00000006574	36.33471	0.3789436	0.35861383	0.004981588	0.02725259
ENSMUSG00000006575	270.0509	0.4159825	0.07467787	1.16719e-10	2.91728e-09
ENSMUSG00000034520	799.3865	-0.6042398	0.12843036	3.052346e-08	5.463258e-07
ENSMUSG00000020940	9.462215	0.6921219	0.39178822	0.0003545249	0.002798215
ENSMUSG00000000142	218.0123	0.4871711	0.10578132	2.561803e-08	4.648666e-07
ENSMUSG00000020604	35.88873	-0.5333452	0.28349331	0.000425464	0.003288887
ENSMUSG00000087259	650.2125	0.3915638	0.05491411	4.08092e-15	1.604474e-13
ENSMUSG00000020732	6.479679	0.5184749	0.35807985	0.001207997	0.008237967
ENSMUSG00000020758	10565.58	0.4514923	0.05999078	2.812805e-16	1.248517e-14
ENSMUSG00000052949	972.3729	-0.6077784	0.13287308	5.505955e-08	9.467446e-07
ENSMUSG00000025582	52.77075	-0.5280493	0.5698441	0.003209744	0.01893469
ENSMUSG00000044034	23.33132	0.4593843	0.21364101	0.0002697595	0.002198591
ENSMUSG00000018012	62.23221	-0.5539078	0.12571065	8.940815e-08	1.48742e-06
ENSMUSG00000039450	1005.37	0.440925	0.17974488	0.0001169647	0.001053033
ENSMUSG00000025150	5.793567	-2.533759	0.47067181	8.515217e-09	1.654205e-07
ENSMUSG00000025161	543.5619	-2.987227	0.18527327	4.989883e-59	1.551373e-56
ENSMUSG00000039238	627.639	0.5136266	0.14764516	3.213222e-06	4.034785e-05
ENSMUSG00000033715	2101.472	0.4193804	0.09298703	3.387093e-08	6.036673e-07
ENSMUSG00000021213	4048.736	0.5872769	0.09264601	4.527279e-12	1.361751e-10
ENSMUSG00000071551	8622.412	0.640766	0.14139491	7.382841e-08	1.249188e-06
ENSMUSG00000021211	2952.627	0.515036	0.05049699	3.076436e-26	2.593967e-24
ENSMUSG00000021196	1011.064	-0.7004354	0.13497964	4.221434e-09	8.588082e-08
ENSMUSG00000021313	5.733235	-3.211245	0.46021242	6.020388e-13	2.009508e-11
ENSMUSG00000095105	8.743191	-1.212321	0.29894582	3.653664e-07	5.471374e-06
ENSMUSG00000113996	9.894511	-4.210764	0.55992216	3.896522e-15	1.53485e-13
ENSMUSG00000019726	1913.988	0.6176803	0.06185735	7.786257e-25	6.215683e-23
ENSMUSG00000021303	0.8307467	-0.8909803	1.13624853	0.002372771	0.0146089
ENSMUSG00000097806	1.038027	-1.378605	1.20506347	0.0007312099	0.00529919
ENSMUSG00000097684	0.9243548	-1.893565	1.20814455	0.0002536357	0.002081736
ENSMUSG00000021318	266.553	-1.970033	0.19925696	3.884106e-24	2.976161e-22
ENSMUSG00000041324	1334.138	-1.280054	0.204947	4.685399e-12	1.407295e-10
ENSMUSG00000099583	6.210074	0.4413956	0.35523528	0.002563744	0.01558813
ENSMUSG00000021335	80.96511	0.6051386	0.31870715	0.000328222	0.002617174
ENSMUSG00000086531	8.038534	-0.9070616	0.48195171	0.0001869674	0.001589867
ENSMUSG00000069255	34.83412	-0.8235523	0.2617186	9.200865e-06	0.0001056163
ENSMUSG00000044734	75.73236	-0.5406037	0.43993013	0.001727223	0.0111134
ENSMUSG00000038267	6098.08	0.4017133	0.11159104	2.122191e-06	2.752032e-05
ENSMUSG00000039109	10.65892	-0.7877345	0.37813236	0.0001420856	0.001248676
ENSMUSG00000021359	73.12724	-0.7894616	0.12927091	2.610784e-11	7.109391e-10
ENSMUSG00000038068	34.78453	0.9961296	0.15366527	1.171704e-12	3.761456e-11
ENSMUSG00000021396	27.42322	0.7975562	0.14352674	5.955226e-10	1.353138e-08
ENSMUSG00000021457	79.66112	-1.251564	0.34348774	1.582143e-06	2.113047e-05
ENSMUSG00000021469	265.3322	-0.6114914	0.10222317	4.554892e-11	1.196871e-09
ENSMUSG00000034918	330.6032	0.8394841	0.20144549	3.2572e-07	4.919779e-06
ENSMUSG00000005320	291.5432	-4.826471	0.19009049	9.874425e-144	1.0365680000000001e-140
ENSMUSG00000034686	79.08721	-0.4669319	0.12027643	6.062156e-07	8.783641e-06
ENSMUSG00000113909	24.27082	-0.5172289	0.21483729	0.0001088812	0.0009878828
ENSMUSG00000021565	541.5662	0.3948258	0.19273726	0.0004875925	0.00369947
ENSMUSG00000021567	2.435942	-0.454073	0.52667077	0.004674522	0.0258744
ENSMUSG00000069171	72.0702	-3.389874	0.14410752	5.072476e-123	4.0960250000000004e-120
ENSMUSG00000087143	21.31159	-3.591489	0.25929376	2.1404309999999997e-44	4.239468e-42
ENSMUSG00000069170	101.0485	-2.24589	0.1337503	5.268528e-64	1.843546e-61
ENSMUSG00000050334	4.697657	-5.174078	0.64114622	1.1572880000000002e-17	5.690224e-16
ENSMUSG00000034488	85.31119	-1.888426	0.1590771	1.164439e-33	1.5090990000000001e-31
ENSMUSG00000021614	593.4266	0.4560016	0.36649899	0.002379564	0.01464213
ENSMUSG00000034334	136.0418	0.5657032	0.08247638	1.285325e-13	4.550659e-12
ENSMUSG00000078302	1.052163	-0.6190883	0.8777067	0.004197177	0.0237136
ENSMUSG00000021638	1264.877	0.6174	0.05954696	1.570064e-26	1.339979e-24
ENSMUSG00000021636	213.9126	0.9423165	0.06686585	6.261228e-47	1.4134889999999998e-44
ENSMUSG00000021760	309.5253	-0.8726867	0.11269871	2.093494e-16	9.371622e-15
ENSMUSG00000021765	602.2057	-0.7982714	0.10702252	2.659793e-15	1.082216e-13
ENSMUSG00000021728	7.020005	-2.001989	0.32725856	5.568802e-11	1.446993e-09
ENSMUSG00000020658	7.739126	-0.4082838	0.41629954	0.004747476	0.02619886
ENSMUSG00000020654	105.3668	-0.3818346	0.08495394	4.181321e-08	7.323282e-07
ENSMUSG00000020647	219.7128	-0.4472908	0.10342155	8.304583e-08	1.393723e-06
ENSMUSG00000020635	31.49235	-1.225188	0.14964377	2.936602e-18	1.489226e-16
ENSMUSG00000054364	2752.609	-0.9350068	0.19147595	1.308794e-08	2.473278e-07
ENSMUSG00000020589	7.973654	-4.185512	0.51786884	4.7818370000000004e-17	2.230993e-15
ENSMUSG00000020601	7.906495	-2.223595	0.48840102	2.295447e-07	3.56193e-06
ENSMUSG00000113959	1.446602	-2.984407	0.77141253	3.041208e-06	3.837149e-05
ENSMUSG00000093908	0.8341164	-0.7663746	1.21693876	0.003734351	0.02150376
ENSMUSG00000113332	6.053015	-5.777784	0.62689499	2.076642e-22	1.434181e-20
ENSMUSG00000113411	1.942858	-4.122802	0.71387542	5.455606e-10	1.250441e-08
ENSMUSG00000114041	3.519096	-2.234634	0.66658898	8.034486e-06	9.324712e-05
ENSMUSG00000113157	2.989769	-0.7975499	0.7009253	0.001148219	0.007888367
ENSMUSG00000109975	4.029614	-2.133325	0.55554012	2.172683e-06	2.810565e-05
ENSMUSG00000073158	1.448611	-3.130584	1.11728057	2.219375e-05	0.0002355702
ENSMUSG00000020646	25.25005	-3.922046	0.32150566	3.57791e-35	4.9419880000000005e-33
ENSMUSG00000002900	1371.175	-0.4183075	0.2423842	0.001009788	0.00703868
ENSMUSG00000020577	104.2595	-2.228076	0.21810748	2.621524e-25	2.13329e-23
ENSMUSG00000091007	0.9080283	1.335514	1.14319034	0.0007097965	0.005170777
ENSMUSG00000043153	17.70093	0.5497274	0.21709957	7.137398e-05	0.0006734817
ENSMUSG00000020950	749.9583	-1.046971	0.09928031	5.816012000000001e-28	5.732730999999999e-26
ENSMUSG00000089922	16.31316	-0.6611226	0.19664257	5.504292e-06	6.584765e-05
ENSMUSG00000104861	146.9155	-0.6152087	0.20664585	1.807082e-05	0.000195364
ENSMUSG00000002688	2.973765	-4.598438	0.66079271	1.346383e-13	4.750807e-12
ENSMUSG00000020955	100.7103	-0.4933914	0.09406466	1.068692e-09	2.364297e-08
ENSMUSG00000112343	1.198475	0.6122376	0.86858548	0.004255428	0.02397201
ENSMUSG00000035451	252.5162	-3.330969	0.23042501	5.1273349999999994e-48	1.223277e-45
ENSMUSG00000046782	10.66374	-3.16964	0.36376275	6.777476999999999e-19	3.62069e-17
