gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000029541	1.115324	-1.861732	1.17790936	0.0002498841	0.002056893
ENSMUSG00000029570	770.8354	-0.6995249	0.04768573	5.98371e-50	1.51359e-47
ENSMUSG00000029576	11.69929	-1.337738	0.42018604	6.47937e-06	7.64238e-05
ENSMUSG00000050822	28.55219	-3.936331	0.37294941	5.3234830000000005e-27	4.756022e-25
ENSMUSG00000029581	778.257	-8.746161	0.25099031	2.744932e-269	9.604975e-266
ENSMUSG00000097287	25.76054	-0.4532275	0.21353806	0.0002987543	0.002408735
ENSMUSG00000051950	590.7333	-0.5941457	0.07081076	1.531157e-18	7.93744e-17
ENSMUSG00000056602	81.51359	-1.511344	0.16507852	1.157738e-21	7.478984999999999e-20
ENSMUSG00000032766	18.19206	-4.067773	0.32263145	1.788533e-37	2.761047e-35
ENSMUSG00000015189	136.0143	0.7830683	0.07580451	1.948052e-26	1.655845e-24
ENSMUSG00000004631	50.94432	-0.9054183	0.2113175	1.880734e-07	2.956818e-06
ENSMUSG00000092035	21.85484	-1.1813	0.24611496	1.472933e-08	2.74882e-07
ENSMUSG00000032827	39.61687	-2.330138	0.25959551	4.8676849999999995e-20	2.823123e-18
ENSMUSG00000029553	2.067382	0.6188086	0.83279797	0.003843234	0.02203405
ENSMUSG00000041301	47.33633	-2.250613	0.27266757	2.169055e-17	1.04209e-15
ENSMUSG00000000416	601.6151	-3.802486	0.25777567	4.051073e-50	1.0372230000000001e-47
ENSMUSG00000106944	13.3785	-3.475126	0.32975729	1.0781889999999999e-26	9.353959000000001e-25
ENSMUSG00000097815	185.0506	-0.5017744	0.11666933	1.108745e-07	1.820024e-06
ENSMUSG00000106709	1.754406	1.446903	1.05689807	0.0004353994	0.003350884
ENSMUSG00000062980	9.487373	-1.836579	0.29349894	1.54682e-11	4.3243e-10
ENSMUSG00000039742	13.39401	-0.4069873	0.3621688	0.003798324	0.02181882
ENSMUSG00000029771	30.62057	-1.430731	0.26782831	1.175586e-09	2.58174e-08
ENSMUSG00000029765	307.8019	-0.9260255	0.26550614	3.006966e-06	3.796227e-05
ENSMUSG00000052131	5.085637	-1.373658	0.81966596	0.0002253031	0.001879316
ENSMUSG00000071537	152.7659	-0.9633034	0.11466951	6.354641e-19	3.403462e-17
ENSMUSG00000079598	2.743838	-0.5880715	0.5779264	0.002255285	0.01397571
ENSMUSG00000029923	12.16489	-3.623704	0.39837734	1.467004e-20	8.799926e-19
ENSMUSG00000038456	5.98939	-4.778894	0.65595621	9.642294e-15	3.728176e-13
ENSMUSG00000068587	202.6335	-1.966833	0.28295476	2.276921e-13	7.836716e-12
ENSMUSG00000029851	12.7313	-1.294571	0.26395039	9.293866e-09	1.791779e-07
ENSMUSG00000007216	2.756411	-3.12052	0.6899095	4.531422e-07	6.709252e-06
ENSMUSG00000029816	5.593459	-2.032327	0.67448959	1.511576e-05	0.0001667658
ENSMUSG00000029814	799.2673	0.5775449	0.0423039	7.839231999999999e-44	1.523932e-41
ENSMUSG00000023403	0.8314105	0.438948	0.88697158	0.009956112	0.0482745
ENSMUSG00000000942	4.244351	-0.4359853	0.42847676	0.003900362	0.02230068
ENSMUSG00000038253	15.86905	-2.058659	0.22663861	1.039062e-20	6.250748e-19
ENSMUSG00000043219	2.761683	-0.6144315	0.66380105	0.002562599	0.01558568
ENSMUSG00000038236	45.87824	-1.859898	0.13971773	1.30436e-41	2.282086e-39
ENSMUSG00000038227	5.594077	-1.457147	0.37854625	9.112217e-07	1.277963e-05
ENSMUSG00000000938	39.41069	-1.393027	0.12914194	6.610291e-29	7.190832e-27
ENSMUSG00000038210	3.236414	-4.840158	0.67853497	2.663973e-14	9.881645e-13
ENSMUSG00000086427	1.321693	-3.469361	0.78632763	5.902485e-07	8.570032e-06
ENSMUSG00000102373	7.215075	-5.413667	0.63552004	1.8511429999999997e-19	1.025455e-17
ENSMUSG00000038203	67.86215	-6.535695	0.38865956	5.274714e-66	2.013502e-63
ENSMUSG00000055408	1.902548	-3.744328	0.67437805	2.980563e-09	6.189607e-08
ENSMUSG00000005503	0.9573728	-2.350329	1.16456281	0.0001006554	0.0009216139
ENSMUSG00000002797	166.998	0.4130795	0.09160083	3.421652e-08	6.093095e-07
ENSMUSG00000004655	421.3805	-3.006347	0.09652068	1.6164750000000002e-213	3.393789e-210
ENSMUSG00000025889	101.2881	0.4607893	0.10954863	1.466844e-07	2.354502e-06
ENSMUSG00000029919	537.8656	0.5564614	0.14550147	9.621933e-07	1.345853e-05
ENSMUSG00000044162	201.7106	0.5220065	0.17882785	2.248286e-05	0.0002385183
ENSMUSG00000049001	109.1953	-0.6424792	0.10848236	7.486575e-11	1.916837e-09
ENSMUSG00000053604	807.478	-0.610459	0.0479578	2.020562e-38	3.213766e-36
ENSMUSG00000056091	306.6807	-1.720244	0.12210836	1.980313e-46	4.2425179999999997e-44
ENSMUSG00000055799	292.9039	-0.527098	0.12646954	2.193192e-07	3.408295e-06
ENSMUSG00000000627	45.70528	-1.219033	0.22835822	9.422954e-10	2.095709e-08
ENSMUSG00000005667	1491.483	-0.4322953	0.23096338	0.000648394	0.004766467
ENSMUSG00000108053	6.430914	-0.8338248	0.42141519	0.0001669571	0.001443089
ENSMUSG00000059430	6.152813	-0.8449828	0.66878035	0.0008085189	0.005797423
ENSMUSG00000044927	35.56001	-3.079484	0.22555957	5.201694e-43	9.928142e-41
ENSMUSG00000084950	10.94786	-3.448541	0.4249716	8.834024e-17	4.042056e-15
ENSMUSG00000108049	7.684346	-2.971433	0.41207557	1.24361e-13	4.410405e-12
ENSMUSG00000030093	1174.825	-0.4551403	0.1588589	2.912994e-05	0.0003002372
ENSMUSG00000030022	94.84432	0.7120728	0.17989081	7.577878e-07	1.077167e-05
ENSMUSG00000072875	0.8677069	-0.702055	0.9858117	0.003593309	0.02083444
ENSMUSG00000030257	667.1159	0.4593413	0.05709131	5.132037e-18	2.559314e-16
ENSMUSG00000043088	81.73017	0.6637834	0.12825364	4.218572e-09	8.588082e-08
ENSMUSG00000030302	4.042728	0.9362	0.5045641	0.0001916151	0.001622161
ENSMUSG00000000440	263.5392	-0.6011894	0.08656044	9.614385e-14	3.432891e-12
ENSMUSG00000030319	4.663147	-1.336645	0.52453807	3.215136e-05	0.0003270435
ENSMUSG00000061353	698.0207	-0.5945931	0.0738999	2.5801340000000004e-17	1.233939e-15
ENSMUSG00000042097	128.7992	0.5531052	0.07610258	6.480819e-15	2.519719e-13
ENSMUSG00000030110	205.9005	-2.695834	0.30274001	1.33229e-19	7.49904e-18
ENSMUSG00000072623	234.4278	-0.4203699	0.08976746	1.440623e-08	2.695711e-07
ENSMUSG00000041477	51.4021	-2.40454	0.24048188	3.1820029999999998e-24	2.447112e-22
ENSMUSG00000041372	50.98897	0.8821558	0.25228449	3.070908e-06	3.869971e-05
ENSMUSG00000030107	203.1893	0.8059421	0.30213477	3.376474e-05	0.0003419637
ENSMUSG00000000184	9253.769	-0.432349	0.07193485	8.634425e-12	2.483049e-10
ENSMUSG00000079298	2.836773	0.4532774	0.51414335	0.004534493	0.02524574
ENSMUSG00000030187	23.78361	0.5924559	0.2134205	3.3287e-05	0.0003376138
ENSMUSG00000032718	53.57476	-1.032786	0.13886051	1.206843e-15	5.017362e-14
ENSMUSG00000042770	27.42431	-0.8793242	0.23897387	1.723017e-06	2.276572e-05
ENSMUSG00000030268	1.898053	-2.687612	0.82451395	1.114303e-05	0.0001261175
ENSMUSG00000086021	11.72983	0.9298367	0.26832746	3.209407e-06	4.032406e-05
ENSMUSG00000055452	38.33093	0.4005377	0.19590412	0.0004771196	0.003632025
ENSMUSG00000035390	288.5008	-0.6391401	0.13127236	1.667971e-08	3.096292e-07
ENSMUSG00000004371	10.52673	-0.5620764	0.27192032	0.0002451675	0.002024898
ENSMUSG00000078794	4.477152	-0.9950202	0.638658	0.0003518944	0.002779542
ENSMUSG00000070802	4.141766	-2.0833	1.14256171	0.000150771	0.001317285
ENSMUSG00000030413	76.6061	0.6271458	0.15184535	3.609906e-07	5.41357e-06
ENSMUSG00000068962	1.545812	-0.5861622	0.79699041	0.004167787	0.02356657
ENSMUSG00000050605	256.7157	-0.610919	0.05924039	2.696106e-26	2.28245e-24
ENSMUSG00000074272	105.3636	-1.060162	0.28642528	1.345777e-06	1.82996e-05
ENSMUSG00000002603	872.951	-0.6089576	0.06537432	4.811257e-22	3.1865089999999996e-20
ENSMUSG00000040703	18663.89	0.6139208	0.12851277	2.298988e-08	4.189867e-07
ENSMUSG00000003762	1436.142	0.4075379	0.0558251	1.154834e-15	4.82983e-14
ENSMUSG00000084974	11.14239	0.3850507	0.33223989	0.004066062	0.02309712
ENSMUSG00000040488	1706.713	-1.771664	0.054451	1.77601e-233	4.660916e-230
ENSMUSG00000078776	482.6662	0.388767	0.0436648	2.013375e-21	1.2770639999999998e-19
ENSMUSG00000060791	10.0645	0.5564254	0.37851747	0.001001708	0.006989319
ENSMUSG00000037463	2.489529	-4.11077	0.66271966	4.204525e-11	1.10897e-09
ENSMUSG00000046410	4.219339	-1.579261	0.55224599	1.659421e-05	0.0001811416
ENSMUSG00000036931	11.41115	-0.7328427	0.29266242	5.70013e-05	0.0005484612
ENSMUSG00000057092	30.26636	1.281898	0.17540558	3.148138e-15	1.266191e-13
ENSMUSG00000060402	247.1417	1.163389	0.13944268	7.55876e-19	4.0176240000000006e-17
ENSMUSG00000034957	2696.013	0.8204175	0.15985589	5.079607e-09	1.018793e-07
ENSMUSG00000001802	1.598609	-1.981341	1.26796773	0.0002479285	0.002043095
ENSMUSG00000043456	16.11098	0.9770614	0.21825706	7.621644e-08	1.28734e-06
ENSMUSG00000030472	1.732504	-0.4950457	0.66763127	0.005120899	0.02786966
ENSMUSG00000097178	1.947422	-1.967265	1.06621132	0.0001481714	0.001296732
ENSMUSG00000064023	2.892284	-1.557912	0.7759316	0.0001081895	0.0009833068
ENSMUSG00000062785	21.18898	-1.027995	0.25744067	4.934509e-07	7.249827e-06
ENSMUSG00000019539	1.786715	-1.927538	1.11417489	0.0001852672	0.001579239
ENSMUSG00000030798	2.031708	-0.3904256	0.62376108	0.009114228	0.04500311
ENSMUSG00000023467	5.78843	-0.6485593	0.50073043	0.001089363	0.007528366
ENSMUSG00000042918	95.76447	0.7015238	0.19991551	3.446108e-06	4.298933e-05
ENSMUSG00000055978	39.8009	0.4844696	0.24679306	0.0004098454	0.003186927
ENSMUSG00000059824	468.9954	0.5523628	0.14806912	1.358651e-06	1.845077e-05
ENSMUSG00000030838	8.901208	-2.999788	0.53339324	3.063708e-09	6.349708e-08
ENSMUSG00000099889	3.875764	0.4243227	0.56511509	0.006373432	0.03346196
ENSMUSG00000108659	7.869785	0.5088742	0.31399373	0.0008611068	0.006132611
ENSMUSG00000100826	117.1556	-1.20389	0.14128513	1.7063959999999999e-19	9.477718e-18
ENSMUSG00000000948	64.25551	-1.516511	0.15366424	1.266633e-24	1.003508e-22
ENSMUSG00000102252	245.4311	-0.9999999	0.09439813	3.903982e-28	3.9030529999999997e-26
ENSMUSG00000109394	30.87519	0.6493356	0.25164982	5.354891e-05	0.0005190487
ENSMUSG00000109321	49.57067	0.4162743	0.12760506	7.658838e-06	8.91832e-05
ENSMUSG00000045813	178.0496	0.6179671	0.15342311	5.226285e-07	7.646401e-06
ENSMUSG00000056972	2.728059	-1.524096	1.37613861	0.0007179738	0.005219481
ENSMUSG00000070526	174.2631	-0.5467509	0.14886394	1.663319e-06	2.213016e-05
ENSMUSG00000015134	57.50987	-4.595261	0.24137506	3.6477140000000004e-82	1.963686e-79
ENSMUSG00000070509	31.55232	-1.246642	0.27072612	3.71637e-08	6.579016e-07
ENSMUSG00000108601	0.8116003	-0.4808678	0.88514642	0.00811001	0.04085165
ENSMUSG00000059146	2.816644	-0.8980164	0.69679573	0.0007156229	0.0052078
ENSMUSG00000050382	293.6109	-0.4623379	0.17299777	5.446337e-05	0.0005266967
ENSMUSG00000025584	12.7834	-0.4809898	0.34338936	0.001557955	0.01022484
ENSMUSG00000025586	49.08972	-1.884169	0.23533545	6.722832e-17	3.10894e-15
ENSMUSG00000038623	1.051547	-0.7770885	1.00854383	0.002820341	0.01695192
ENSMUSG00000070469	25.40232	-2.19332	0.24327862	2.6310639999999998e-20	1.556034e-18
ENSMUSG00000057706	729.7111	-0.434704	0.13333033	7.324026e-06	8.576014e-05
ENSMUSG00000109452	2.999129	-0.6850154	0.62846689	0.001546204	0.01015407
ENSMUSG00000015709	340.3477	-2.000004	0.17274978	5.085378e-32	6.2074129999999996e-30
ENSMUSG00000097789	582.6772	-1.127743	0.12069786	9.644411e-23	6.772054e-21
ENSMUSG00000030562	6.113108	-0.7841583	0.42148979	0.0002371603	0.001963399
ENSMUSG00000049791	232.151	-0.3933253	0.07792474	2.27986e-09	4.830036e-08
ENSMUSG00000061119	669.3619	-0.3945549	0.03817787	1.7362000000000002e-27	1.6273000000000001e-25
ENSMUSG00000004508	1130.715	-0.4150643	0.05140316	2.708716e-18	1.376985e-16
ENSMUSG00000015957	2.416512	-3.684299	0.67923974	6.288981e-09	1.237462e-07
ENSMUSG00000030747	308.9816	0.4925969	0.13411454	1.481777e-06	1.991672e-05
ENSMUSG00000048779	177.9092	0.4016076	0.08905866	3.521473e-08	6.249647e-07
ENSMUSG00000030895	1094.487	0.4466154	0.0675154	1.877196e-13	6.546798e-12
ENSMUSG00000030890	29.07127	-0.8666236	0.14907713	1.159258e-10	2.907841e-09
ENSMUSG00000062542	28.40997	-3.660523	0.29301603	1.2851289999999999e-36	1.860778e-34
ENSMUSG00000036528	315.5406	0.470636	0.17794802	5.842187e-05	0.0005612018
ENSMUSG00000036111	0.9988229	-2.143737	1.43266788	0.0002559719	0.00209845
ENSMUSG00000038296	664.0676	-4.824508	0.07508715	0.0	0.0
ENSMUSG00000051910	135.9243	0.6605892	0.11681827	3.539988e-10	8.258006e-09
ENSMUSG00000062017	3.347491	-0.5323958	0.47951877	0.002232228	0.01384918
ENSMUSG00000108911	0.9201592	0.7459181	1.03283342	0.003287669	0.0193238
ENSMUSG00000030866	4.575602	-4.894744	0.79429365	1.709319e-11	4.764701e-10
ENSMUSG00000030865	1.253337	-0.9622176	1.37561343	0.002443061	0.01498016
ENSMUSG00000045928	36.52596	-2.464955	0.25466531	8.084701000000001e-23	5.695916e-21
ENSMUSG00000051457	19.21576	-1.14145	0.31299015	1.559414e-06	2.085344e-05
ENSMUSG00000045639	184.1783	-5.645156	0.21601209	1.2760010000000001e-152	1.488314e-149
ENSMUSG00000030800	37.81689	1.02084	0.23212404	1.004362e-07	1.661669e-06
ENSMUSG00000047517	60.65772	-5.201956	0.32622288	5.024689e-59	1.551373e-56
ENSMUSG00000054555	120.944	-1.000085	0.16849974	3.714092e-11	9.895606e-10
ENSMUSG00000050866	220.4188	0.6599937	0.11033025	5.651076e-11	1.466555e-09
ENSMUSG00000025469	2.574986	-3.567059	0.65428482	6.012665e-09	1.189782e-07
ENSMUSG00000025466	26.31891	0.661643	0.19450614	4.856327e-06	5.886754e-05
ENSMUSG00000060314	57.82239	-0.5624504	0.13135136	1.576948e-07	2.510944e-06
ENSMUSG00000025492	60.64464	-0.998973	0.23292309	1.618063e-07	2.57163e-06
ENSMUSG00000055629	101.9767	-0.7703936	0.14107504	1.045535e-09	2.315508e-08
ENSMUSG00000025497	258.0063	0.5037949	0.26258542	0.0004287995	0.003309796
ENSMUSG00000025515	2.118189	-0.7210501	0.84124319	0.002473913	0.01512963
ENSMUSG00000018819	41.40019	-0.7087999	0.12175582	1.529896e-10	3.756745e-09
ENSMUSG00000009545	3.218706	-2.090075	0.64666415	9.657427e-06	0.0001103143
ENSMUSG00000019768	3.149675	-3.11078	0.63262319	9.774864e-08	1.61848e-06
ENSMUSG00000064065	48.82141	0.5834766	0.12694547	4.493417e-08	7.822496e-07
ENSMUSG00000019832	1381.851	0.4316682	0.06500452	1.422893e-13	5.003959e-12
ENSMUSG00000055493	14.22635	-0.9252035	0.26602648	3.103065e-06	3.903466e-05
ENSMUSG00000019806	256.4419	-0.611333	0.10304107	6.039924e-11	1.559756e-09
ENSMUSG00000019853	104.3849	-0.4899563	0.15624731	1.092776e-05	0.0001238146
ENSMUSG00000019852	27.58196	-3.262473	0.28515639	5.996572e-31	7.033409e-29
ENSMUSG00000019996	107.0218	0.7615736	0.14488821	3.0214e-09	6.26821e-08
ENSMUSG00000019982	6.21263	-2.708318	0.50804607	1.287229e-08	2.434718e-07
ENSMUSG00000075297	292.7929	0.5458369	0.0794505	9.739132e-14	3.471529e-12
ENSMUSG00000097352	402.7589	0.5081035	0.09145606	2.226025e-10	5.335091e-09
ENSMUSG00000097245	80.99409	0.5028934	0.11312028	5.821076e-08	9.976611e-07
ENSMUSG00000010461	8.311613	-4.987525	0.64924236	3.428252e-16	1.515287e-14
ENSMUSG00000020010	25.79366	1.111106	0.19896162	2.440891e-10	5.810262e-09
ENSMUSG00000019997	8671.623	-0.8563896	0.200163	2.075632e-07	3.242402e-06
ENSMUSG00000049420	1.740219	-1.462346	1.11510127	0.0004908232	0.003716809
ENSMUSG00000038916	1113.771	-0.383219	0.0603426	9.682836e-13	3.142058e-11
ENSMUSG00000004360	398.8614	-0.7177067	0.06187357	2.17218e-32	2.6826429999999998e-30
ENSMUSG00000019880	136.0309	0.3881777	0.08013065	6.861298e-09	1.341275e-07
ENSMUSG00000019789	2.46698	-1.029015	0.85736799	0.0007827239	0.005635558
ENSMUSG00000069670	9.626092	-1.828509	0.27349633	9.574972e-13	3.111866e-11
ENSMUSG00000019843	105.0616	-4.052676	0.14447999	3.932171e-174	5.8968529999999995e-171
ENSMUSG00000019838	1431.05	0.5485459	0.05949153	6.580782e-22	4.331145e-20
ENSMUSG00000063428	10.73554	0.7565275	0.58631717	0.0008726938	0.006198311
ENSMUSG00000019823	149.0085	-3.271492	0.18301972	4.375981e-72	2.0416380000000002e-69
ENSMUSG00000019872	12.82098	-3.167852	0.37237823	4.070162e-18	2.049234e-16
ENSMUSG00000059901	40.23975	-0.6893568	0.52224044	0.0009374382	0.006597893
ENSMUSG00000047146	120.2898	-0.7218376	0.19459221	1.787365e-06	2.346825e-05
ENSMUSG00000020072	91.28081	0.588809	0.13190208	8.17802e-08	1.375781e-06
ENSMUSG00000036764	101.4396	-0.9821724	0.11259603	3.603578e-20	2.113328e-18
ENSMUSG00000112366	650.2597	0.3887842	0.08331811	1.705558e-08	3.154907e-07
ENSMUSG00000112189	245.4848	0.4151486	0.07207306	3.79062e-11	1.007393e-09
ENSMUSG00000085456	3.71543	1.578984	0.62352237	3.505219e-05	0.0003531289
ENSMUSG00000046807	24.17542	-1.162613	0.21666362	8.061166e-10	1.802387e-08
ENSMUSG00000020241	44.97065	-1.221888	0.12474337	1.325484e-24	1.0461860000000001e-22
ENSMUSG00000009291	26229.6	0.3948857	0.03872153	7.174066e-27	6.328551e-25
ENSMUSG00000020284	1739.326	0.4264036	0.06583207	4.163294e-13	1.407542e-11
ENSMUSG00000000732	5.42496	-0.8292871	0.59889182	0.0006296268	0.004648036
ENSMUSG00000045912	31.79004	-0.6742339	0.16343827	4.002309e-07	5.955242e-06
ENSMUSG00000020312	172.7215	-3.969845	0.14062104	2.700547e-176	4.361383e-173
ENSMUSG00000111977	26.64563	-3.886987	0.30786752	1.821518e-37	2.791444e-35
ENSMUSG00000020325	221.3772	-0.4191122	0.25483814	0.00122506	0.008320812
ENSMUSG00000035852	4455.537	0.5392351	0.07561338	1.474244e-14	5.617377e-13
ENSMUSG00000003070	76.90941	-0.5823389	0.19645533	1.904206e-05	0.0002050196
ENSMUSG00000043822	511.1106	-0.6707974	0.12157257	7.569856e-10	1.699777e-08
ENSMUSG00000045518	18.79251	-3.923167	0.33663402	2.473003e-32	3.036298e-30
ENSMUSG00000034872	1.775378	-1.809167	1.04648209	0.0001897338	0.00160818
ENSMUSG00000034792	14.94808	0.4161794	0.24454553	0.001083486	0.007492681
ENSMUSG00000020256	55.24623	-1.705354	0.18226954	3.074089e-22	2.075257e-20
ENSMUSG00000111514	6.667807	-0.4597133	0.36151183	0.002219481	0.01377416
ENSMUSG00000020044	8764.391	-0.7426668	0.16079046	5.811501e-08	9.968339e-07
ENSMUSG00000101517	2.166499	0.7897097	0.72721966	0.001308042	0.008797695
ENSMUSG00000019888	1.231226	-2.927524	0.97387223	1.717221e-05	0.0001867066
ENSMUSG00000020140	76.73687	0.5482094	0.1507159	1.90317e-06	2.486627e-05
ENSMUSG00000020184	9959.482	0.4332003	0.08875535	5.310644e-09	1.060866e-07
ENSMUSG00000034813	81.20973	-1.363304	0.11021202	6.083677e-37	8.994845e-35
ENSMUSG00000020227	47.21482	-1.48513	0.1514832	2.216818e-24	1.7237820000000002e-22
ENSMUSG00000051236	562.8951	-1.243949	0.10088577	7.515159999999999e-37	1.103362e-34
ENSMUSG00000052302	14.00108	-3.09087	0.30552468	1.173243e-24	9.330396000000001e-23
ENSMUSG00000020123	1.226437	0.6940038	0.98909183	0.003726643	0.02148294
ENSMUSG00000034613	35.5428	-1.957442	0.30655558	9.505577e-12	2.707864e-10
ENSMUSG00000020105	2.877504	0.8752122	0.66650242	0.0006951995	0.005078536
ENSMUSG00000006731	2509.046	0.5275435	0.07980876	4.541363e-13	1.52798e-11
ENSMUSG00000025407	5.264267	-1.475218	0.57079597	3.025566e-05	0.000310468
ENSMUSG00000025401	37.80795	-0.4397833	0.19538436	0.0002173455	0.001823808
ENSMUSG00000040127	14.51406	0.687354	0.26864702	5.342339e-05	0.0005180711
ENSMUSG00000025355	178.7249	0.5507442	0.16133679	4.277955e-06	5.234013e-05
ENSMUSG00000023073	94.14286	0.9493324	0.09349271	4.720911e-26	3.9331559999999996e-24
ENSMUSG00000031502	16874.36	-0.7682407	0.03549161	3.0269760000000003e-105	2.1914269999999998e-102
ENSMUSG00000031503	7470.388	-0.6710759	0.05499995	1.760505e-35	2.447801e-33
ENSMUSG00000097421	65.58922	-0.4270404	0.30628009	0.002050398	0.01287324
ENSMUSG00000031441	2043.592	-0.6183271	0.03248116	5.008278e-82	2.62872e-79
ENSMUSG00000031442	21.07304	-1.324858	0.27129944	1.060612e-08	2.03171e-07
ENSMUSG00000031451	308.3436	-2.791717	0.31382373	1.4827939999999998e-19	8.25763e-18
ENSMUSG00000055675	42.8059	-4.476314	0.36396117	4.752355e-36	6.741601e-34
ENSMUSG00000102615	3.23801	-4.080853	0.72355295	1.246253e-09	2.728372e-08
ENSMUSG00000031461	137.5985	-2.588511	0.4711307	5.080618e-09	1.018793e-07
ENSMUSG00000039814	13.14984	-2.255489	0.28665735	4.941015e-16	2.147756e-14
ENSMUSG00000031543	79.99529	-0.8381272	0.25225743	5.456091e-06	6.534548e-05
ENSMUSG00000031554	4.304904	-0.762987	0.66138936	0.001167492	0.008005062
ENSMUSG00000037437	14.62271	0.4346945	0.27104911	0.001244111	0.008431285
ENSMUSG00000110148	45.51492	-0.5918015	0.11762924	6.300003e-09	1.23847e-07
ENSMUSG00000031565	6.755541	-5.030979	0.6322487	3.6187860000000006e-17	1.707335e-15
ENSMUSG00000031576	5.775499	-1.131968	0.43185978	2.784709e-05	0.0002887158
ENSMUSG00000070056	701.2112	-0.3843708	0.07646894	2.671571e-09	5.608963e-08
ENSMUSG00000039470	724.6085	-0.5697036	0.34185417	0.0006241708	0.004612624
ENSMUSG00000031595	2.728029	-1.330021	0.78594003	0.0002193497	0.001835491
ENSMUSG00000031645	2.727131	0.4197177	0.647653	0.007845808	0.03977849
ENSMUSG00000031626	15210.36	-0.8874602	0.09361049	5.170209e-23	3.704728e-21
ENSMUSG00000085440	8.210717	-0.625812	0.43648008	0.0008677071	0.006171243
ENSMUSG00000110411	24.97524	-0.7233027	0.21940143	6.582229e-06	7.741955e-05
ENSMUSG00000031561	581.1654	-1.797025	0.17450184	3.643402e-26	3.047538e-24
ENSMUSG00000100706	8.912002	-2.699199	0.36516766	3.168927e-14	1.167221e-12
ENSMUSG00000039375	3.127734	-3.598393	0.65462799	4.608149e-09	9.347641e-08
ENSMUSG00000096914	7.857928	0.5943164	0.36950976	0.000656165	0.004813482
ENSMUSG00000049946	26.20026	0.7536218	0.1792624	3.065667e-07	4.657285e-06
ENSMUSG00000058056	5841.777	-0.6053154	0.13403696	7.002933e-08	1.189536e-06
ENSMUSG00000053626	0.899083	-1.223528	1.29933369	0.001233661	0.008368567
ENSMUSG00000015568	9.836282	-5.853567	0.64980223	1.273132e-21	8.199205999999999e-20
ENSMUSG00000036330	72.39486	0.9023323	0.31267746	1.702533e-05	0.000185494
ENSMUSG00000036151	153.8548	0.6123799	0.11507593	1.669097e-09	3.583098e-08
ENSMUSG00000002341	1.173891	-2.81484	1.08419121	3.470324e-05	0.0003502858
ENSMUSG00000007888	7.918602	-1.514031	0.45467615	4.779509e-06	5.800334e-05
ENSMUSG00000089857	16.53241	-1.482457	0.25075785	5.18743e-11	1.35292e-09
ENSMUSG00000083718	7.906892	-0.6553453	0.34025668	0.0002698627	0.002198591
ENSMUSG00000087502	62.84771	-0.4829011	0.10953177	6.289258e-08	1.072648e-06
ENSMUSG00000031621	0.9047934	-0.5660529	1.03691056	0.006440874	0.03377276
ENSMUSG00000036990	5572.982	-0.4125401	0.06831885	6.835618e-12	2.001587e-10
ENSMUSG00000002885	1795.193	-0.4441201	0.13097379	4.374809e-06	5.336962e-05
ENSMUSG00000013033	461.3016	-0.6291445	0.17611679	2.728004e-06	3.464878e-05
ENSMUSG00000056155	12.231	-0.3800335	0.24087849	0.001802704	0.01154247
ENSMUSG00000034656	206.1163	-0.6842355	0.12551589	1.10058e-09	2.429724e-08
ENSMUSG00000031725	0.8785105	0.5281134	0.92744816	0.006829845	0.03534449
ENSMUSG00000057074	9.267053	2.950371	0.595697	8.336656e-08	1.396872e-06
ENSMUSG00000031748	146.2642	-0.7789101	0.17744052	1.466867e-07	2.354502e-06
ENSMUSG00000031762	680.0604	-0.5150761	0.12667447	3.205079e-07	4.86204e-06
ENSMUSG00000031766	11.74816	0.4754036	0.26802732	0.0006869689	0.005023655
ENSMUSG00000031775	48.79607	0.4633139	0.16938887	4.42588e-05	0.0004370712
ENSMUSG00000063605	503.3417	-0.3964819	0.09143723	8.294296e-08	1.39311e-06
ENSMUSG00000036564	179.5066	-0.4427856	0.12529377	2.499073e-06	3.193428e-05
ENSMUSG00000031881	499.4724	0.5805942	0.12080115	1.714231e-08	3.168158e-07
ENSMUSG00000031886	264.6702	1.182551	0.12749798	1.8880540000000001e-22	1.3082409999999999e-20
ENSMUSG00000014837	304.6629	-0.7673333	0.06349349	5.406492e-35	7.418909e-33
ENSMUSG00000043251	58.70238	-0.3891077	0.19205804	0.0005376429	0.004029923
ENSMUSG00000044676	31.58718	0.4345942	0.30092527	0.001775385	0.01137797
ENSMUSG00000033763	123.3345	-0.4973081	0.21098352	0.0001321618	0.00117325
ENSMUSG00000046844	217.9746	-10.72567	0.59189928	4.416759e-77	2.261704e-74
ENSMUSG00000031845	5.988525	0.4679303	0.42097745	0.002868508	0.01716282
ENSMUSG00000034330	103.2348	-0.6166346	0.09839399	8.596508e-12	2.475771e-10
ENSMUSG00000031841	1415.152	-1.26861	0.08917114	8.138896999999999e-48	1.919957e-45
ENSMUSG00000042812	2.544358	-2.782228	0.70235314	2.375679e-06	3.05434e-05
ENSMUSG00000043903	25.01606	-2.390877	0.35952074	4.203512e-12	1.271653e-10
ENSMUSG00000049577	1021.375	-0.6209249	0.04894502	3.687536e-38	5.777598e-36
ENSMUSG00000109957	4.943379	-0.5713344	0.47778769	0.001661721	0.01076121
ENSMUSG00000006519	1921.104	-0.4262245	0.20108251	0.0003378087	0.002684441
ENSMUSG00000006362	29.06631	-0.6116589	0.30310132	0.0002425281	0.002004676
